+------------------------------------------------------------+------+
| Registry name                                              |   ID |
| ebwizardry:spell.lightning_ray.start                       | 1090 |
| ebwizardry:spell.lightning_sigil                           | 1095 |
| ebwizardry:spell.lightning_web.end                         | 1222 |
| ebwizardry:spell.lightning_web.loop                        | 1221 |
| ebwizardry:spell.lightning_web.start                       | 1220 |
| ebwizardry:spell.magic_missile                             | 1063 |
| ebwizardry:spell.metamorphosis                             | 1101 |
| ebwizardry:spell.meteor                                    | 1169 |
| ebwizardry:spell.mind_control                              | 1139 |
| ebwizardry:spell.mind_trick                                | 1194 |
| ebwizardry:spell.mine                                      | 1226 |
| ebwizardry:spell.muffle                                    | 1228 |
| ebwizardry:spell.none                                      | 1062 |
| ebwizardry:spell.oakflesh                                  | 1205 |
| ebwizardry:spell.paralysis                                 | 1243 |
| ebwizardry:spell.petrify                                   | 1154 |
| ebwizardry:spell.phase_step                                | 1162 |
| ebwizardry:spell.plague_of_darkness                        | 1181 |
| ebwizardry:spell.pocket_furnace                            | 1196 |
| ebwizardry:spell.pocket_workbench                          | 1202 |
| ebwizardry:spell.poison                                    | 1103 |
| ebwizardry:spell.poison_bomb                               | 1108 |
| ebwizardry:spell.possession.end                            | 1260 |
| ebwizardry:spell.possession.possess                        | 1259 |
| ebwizardry:spell.ray_of_purification.end                   | 1257 |
| ebwizardry:spell.ray_of_purification.loop                  | 1256 |
| ebwizardry:spell.ray_of_purification.start                 | 1255 |
| ebwizardry:spell.remove_curse                              | 1258 |
| ebwizardry:spell.replenish_hunger                          | 1119 |
| ebwizardry:spell.resurrection                              | 1267 |
| ebwizardry:spell.reversal                                  | 1233 |
| ebwizardry:spell.ring_of_fire                              | 1123 |
| ebwizardry:spell.satiety                                   | 1253 |
| ebwizardry:spell.shadow_ward.end                           | 1146 |
| ebwizardry:spell.shadow_ward.loop                          | 1145 |
| ebwizardry:spell.shadow_ward.start                         | 1144 |
| ebwizardry:spell.shield.end                                | 1118 |
| ebwizardry:spell.shield.loop                               | 1117 |
| ebwizardry:spell.shield.start                              | 1116 |
| ebwizardry:spell.shockwave                                 | 1188 |
| ebwizardry:spell.shulker_bullet                            | 1244 |
| ebwizardry:spell.silverfish_swarm                          | 1186 |
| ebwizardry:spell.sixth_sense                               | 1199 |
| ebwizardry:spell.slime                                     | 1153 |
| ebwizardry:spell.slow_time                                 | 1266 |
| ebwizardry:spell.smoke_bomb                                | 1193 |
| ebwizardry:spell.snare                                     | 1070 |
| ebwizardry:spell.snowball                                  | 1066 |
| ebwizardry:spell.spark_bomb                                | 1093 |
| ebwizardry:spell.spectral_pathway                          | 1161 |
| ebwizardry:spell.speed_time.end                            | 1265 |
| ebwizardry:spell.speed_time.loop                           | 1264 |
| ebwizardry:spell.speed_time.start                          | 1263 |
| ebwizardry:spell.spider_swarm                              | 1152 |
| ebwizardry:spell.static_aura                               | 1137 |
| ebwizardry:spell.static_aura.retaliate                     | 1055 |
| ebwizardry:spell.summon_blaze                              | 1122 |
| ebwizardry:spell.summon_ice_giant                          | 1178 |
| ebwizardry:spell.summon_ice_wraith                         | 1129 |
| ebwizardry:spell.summon_iron_golem                         | 1189 |
| ebwizardry:spell.summon_lightning_wraith                   | 1136 |
| ebwizardry:spell.summon_phoenix                            | 1173 |
| ebwizardry:spell.summon_shadow_wraith                      | 1183 |
| ebwizardry:spell.summon_skeleton                           | 1100 |
| ebwizardry:spell.summon_skeleton_legion                    | 1182 |
| ebwizardry:spell.summon_snow_golem                         | 1085 |
| ebwizardry:spell.summon_spirit_horse                       | 1151 |
| ebwizardry:spell.summon_spirit_wolf                        | 1109 |
| ebwizardry:spell.summon_storm_elemental                    | 1223 |
| ebwizardry:spell.summon_wither_skeleton                    | 1140 |
| ebwizardry:spell.summon_zombie                             | 1069 |
| ebwizardry:spell.telekinesis                               | 1073 |
| ebwizardry:spell.thunderbolt                               | 1068 |
| ebwizardry:spell.thunderstorm                              | 1179 |
| ebwizardry:spell.tornado                                   | 1149 |
| ebwizardry:spell.transience                                | 1168 |
| ebwizardry:spell.transportation                            | 1160 |
| ebwizardry:spell.transportation.travel                     | 1057 |
| ebwizardry:spell.vanishing_box                             | 1163 |
| ebwizardry:spell.vex_swarm                                 | 1250 |
| ebwizardry:spell.wall_of_frost.end                         | 1177 |
| ebwizardry:spell.wall_of_frost.loop                        | 1176 |
| ebwizardry:spell.wall_of_frost.start                       | 1175 |
| ebwizardry:spell.ward                                      | 1229 |
| ebwizardry:spell.water_breathing                           | 1148 |
| ebwizardry:spell.whirlwind                                 | 1107 |
| ebwizardry:spell.wither                                    | 1102 |
| ebwizardry:spell.wither_skull                              | 1142 |
| epicsiegemod:cena_creeper.end                              |  703 |
| epicsiegemod:cena_creeper.start                            |  702 |
| fairylights:cord.connect                                   | 1314 |
| fairylights:cord.disconnect                                | 1315 |
| fairylights:cord.snap                                      | 1316 |
| fairylights:cord.stretch                                   | 1313 |
| fairylights:entity.ladder.break                            | 1321 |
| fairylights:entity.ladder.fall                             | 1322 |
| fairylights:entity.ladder.hit                              | 1323 |
| fairylights:entity.ladder.place                            | 1324 |
| fairylights:feature.color_change                           | 1318 |
| fairylights:feature.light_turnoff                          | 1320 |
| fairylights:feature.light_turnon                           | 1319 |
| fairylights:jingle_bell                                    | 1317 |
| fishingmadebetter:soundfishsplashing                       | 1325 |
| fishingmadebetter:soundreeling                             | 1326 |
| grimoireofgaia:aggressive_death                            | 1435 |
| grimoireofgaia:aggressive_hurt                             | 1434 |
| grimoireofgaia:aggressive_say                              | 1433 |
| grimoireofgaia:ant_death                                   | 1441 |
| grimoireofgaia:ant_hurt                                    | 1440 |
| grimoireofgaia:ant_ranger_death                            | 1444 |
| grimoireofgaia:ant_ranger_hurt                             | 1443 |
| grimoireofgaia:ant_ranger_say                              | 1442 |
| grimoireofgaia:ant_say                                     | 1439 |
| grimoireofgaia:anubis_death                                | 1447 |
| grimoireofgaia:anubis_hurt                                 | 1446 |
| grimoireofgaia:anubis_male_death                           | 1450 |
| grimoireofgaia:anubis_male_hurt                            | 1449 |
| grimoireofgaia:anubis_male_say                             | 1448 |
| grimoireofgaia:anubis_say                                  | 1445 |
| grimoireofgaia:arachne_death                               | 1453 |
| grimoireofgaia:arachne_hurt                                | 1452 |
| grimoireofgaia:arachne_say                                 | 1451 |
| grimoireofgaia:assist_death                                | 1432 |
| grimoireofgaia:assist_hurt                                 | 1431 |
| grimoireofgaia:assist_say                                  | 1430 |
| grimoireofgaia:bag_open                                    | 1618 |
| grimoireofgaia:banshee_death                               | 1456 |
| grimoireofgaia:banshee_hurt                                | 1455 |
| grimoireofgaia:banshee_say                                 | 1454 |
| grimoireofgaia:baphomet_death                              | 1459 |
| grimoireofgaia:baphomet_hurt                               | 1458 |
| grimoireofgaia:baphomet_say                                | 1457 |
| grimoireofgaia:bee_death                                   | 1462 |
| grimoireofgaia:bee_hurt                                    | 1461 |
| grimoireofgaia:bee_say                                     | 1460 |
| grimoireofgaia:beholder_death                              | 1465 |
| grimoireofgaia:beholder_hurt                               | 1464 |
| grimoireofgaia:beholder_say                                | 1463 |
| grimoireofgaia:book_hit                                    | 1619 |
| grimoireofgaia:box_open1                                   | 1616 |
| grimoireofgaia:box_open2                                   | 1617 |
| grimoireofgaia:cecaelia_death                              | 1468 |
| grimoireofgaia:cecaelia_hurt                               | 1467 |
| grimoireofgaia:cecaelia_say                                | 1466 |
| grimoireofgaia:centaur_death                               | 1471 |
| grimoireofgaia:centaur_hurt                                | 1470 |
| grimoireofgaia:centaur_male_death                          | 1474 |
| grimoireofgaia:centaur_male_hurt                           | 1473 |
| grimoireofgaia:centaur_male_say                            | 1472 |
| grimoireofgaia:centaur_say                                 | 1469 |
| grimoireofgaia:creepergirl_death                           | 1606 |
| grimoireofgaia:creepergirl_hurt                            | 1605 |
| grimoireofgaia:creepergirl_say                             | 1604 |
| grimoireofgaia:cyclops_death                               | 1477 |
| grimoireofgaia:cyclops_hurt                                | 1476 |
| grimoireofgaia:cyclops_say                                 | 1475 |
| grimoireofgaia:debug_death                                 | 1438 |
| grimoireofgaia:debug_hurt                                  | 1437 |
| grimoireofgaia:debug_say                                   | 1436 |
| grimoireofgaia:dhampir_death                               | 1480 |
| grimoireofgaia:dhampir_hurt                                | 1479 |
| grimoireofgaia:dhampir_say                                 | 1478 |
| grimoireofgaia:dryad_death                                 | 1483 |
| grimoireofgaia:dryad_hurt                                  | 1482 |
| grimoireofgaia:dryad_say                                   | 1481 |
| grimoireofgaia:dullahan_death                              | 1486 |
| grimoireofgaia:dullahan_hurt                               | 1485 |
| grimoireofgaia:dullahan_say                                | 1484 |
| grimoireofgaia:dwarf_death                                 | 1489 |
| grimoireofgaia:dwarf_hurt                                  | 1488 |
| grimoireofgaia:dwarf_say                                   | 1487 |
| grimoireofgaia:endergirl_death                             | 1609 |
| grimoireofgaia:endergirl_hurt                              | 1608 |
| grimoireofgaia:endergirl_say                               | 1607 |
| grimoireofgaia:goblin_death                                | 1492 |
| grimoireofgaia:goblin_hurt                                 | 1491 |
| grimoireofgaia:goblin_say                                  | 1490 |
| grimoireofgaia:gorgon_death                                | 1495 |
| grimoireofgaia:gorgon_hurt                                 | 1494 |
| grimoireofgaia:gorgon_say                                  | 1493 |
| grimoireofgaia:gryphon_death                               | 1498 |
| grimoireofgaia:gryphon_hurt                                | 1497 |
| grimoireofgaia:gryphon_say                                 | 1496 |
| grimoireofgaia:harpy_death                                 | 1501 |
| grimoireofgaia:harpy_hurt                                  | 1500 |
| grimoireofgaia:harpy_say                                   | 1499 |
| grimoireofgaia:harpy_wizard_death                          | 1504 |
| grimoireofgaia:harpy_wizard_hurt                           | 1503 |
| grimoireofgaia:harpy_wizard_say                            | 1502 |
| grimoireofgaia:holstaurus_death                            | 1597 |
| grimoireofgaia:holstaurus_hurt                             | 1596 |
| grimoireofgaia:holstaurus_say                              | 1595 |
| grimoireofgaia:hunter_death                                | 1507 |
| grimoireofgaia:hunter_hurt                                 | 1506 |
| grimoireofgaia:hunter_say                                  | 1505 |
| grimoireofgaia:kikimora_death                              | 1510 |
| grimoireofgaia:kikimora_hurt                               | 1509 |
| grimoireofgaia:kikimora_say                                | 1508 |
| grimoireofgaia:kobold_death                                | 1513 |
| grimoireofgaia:kobold_hurt                                 | 1512 |
| grimoireofgaia:kobold_say                                  | 1511 |
| grimoireofgaia:mandragora_death                            | 1516 |
| grimoireofgaia:mandragora_hurt                             | 1515 |
| grimoireofgaia:mandragora_say                              | 1514 |
| grimoireofgaia:mandragora_scream                           | 1613 |
| grimoireofgaia:matango_death                               | 1519 |
| grimoireofgaia:matango_hurt                                | 1518 |
| grimoireofgaia:matango_say                                 | 1517 |
| grimoireofgaia:mermaid_death                               | 1522 |
| grimoireofgaia:mermaid_hurt                                | 1521 |
| grimoireofgaia:mermaid_say                                 | 1520 |
| grimoireofgaia:minotaur_death                              | 1525 |
| grimoireofgaia:minotaur_hurt                               | 1524 |
| grimoireofgaia:minotaur_say                                | 1523 |
| grimoireofgaia:minotaurus_death                            | 1528 |
| grimoireofgaia:minotaurus_hurt                             | 1527 |
| grimoireofgaia:minotaurus_say                              | 1526 |
| grimoireofgaia:mummy_death                                 | 1531 |
| grimoireofgaia:mummy_hurt                                  | 1530 |
| grimoireofgaia:mummy_say                                   | 1529 |
| grimoireofgaia:naga_death                                  | 1534 |
| grimoireofgaia:naga_hurt                                   | 1533 |
| grimoireofgaia:naga_say                                    | 1532 |
| grimoireofgaia:ninetails_death                             | 1537 |
| grimoireofgaia:ninetails_hurt                              | 1536 |
| grimoireofgaia:ninetails_say                               | 1535 |
| grimoireofgaia:none                                        | 1620 |
| grimoireofgaia:oni_death                                   | 1540 |
| grimoireofgaia:oni_hurt                                    | 1539 |
| grimoireofgaia:oni_say                                     | 1538 |
| grimoireofgaia:orc_death                                   | 1543 |
| grimoireofgaia:orc_hurt                                    | 1542 |
| grimoireofgaia:orc_say                                     | 1541 |
| grimoireofgaia:passive_death                               | 1429 |
| grimoireofgaia:passive_hurt                                | 1428 |
| grimoireofgaia:passive_say                                 | 1427 |
| grimoireofgaia:satyress_death                              | 1546 |
| grimoireofgaia:satyress_hurt                               | 1545 |
| grimoireofgaia:satyress_say                                | 1544 |
| grimoireofgaia:selkie_death                                | 1549 |
| grimoireofgaia:selkie_hurt                                 | 1548 |
| grimoireofgaia:selkie_say                                  | 1547 |
| grimoireofgaia:shaman_death                                | 1552 |
| grimoireofgaia:shaman_hurt                                 | 1551 |
| grimoireofgaia:shaman_say                                  | 1550 |
| grimoireofgaia:sharko_death                                | 1555 |
| grimoireofgaia:sharko_hurt                                 | 1554 |
| grimoireofgaia:sharko_say                                  | 1553 |
| grimoireofgaia:siren_death                                 | 1558 |
| grimoireofgaia:siren_hurt                                  | 1557 |
| grimoireofgaia:siren_say                                   | 1556 |
| grimoireofgaia:slimegirl_death                             | 1612 |
| grimoireofgaia:slimegirl_hurt                              | 1611 |
| grimoireofgaia:slimegirl_say                               | 1610 |
| grimoireofgaia:sludgegirl_death                            | 1561 |
| grimoireofgaia:sludgegirl_hurt                             | 1560 |
| grimoireofgaia:sludgegirl_say                              | 1559 |
| grimoireofgaia:sphinx_death                                | 1564 |
| grimoireofgaia:sphinx_hurt                                 | 1563 |
| grimoireofgaia:sphinx_say                                  | 1562 |
| grimoireofgaia:spriggan_death                              | 1567 |
| grimoireofgaia:spriggan_hurt                               | 1566 |
| grimoireofgaia:spriggan_say                                | 1565 |
| grimoireofgaia:step_sandals                                | 1614 |
| grimoireofgaia:step_webbed                                 | 1615 |
| grimoireofgaia:succubus_death                              | 1570 |
| grimoireofgaia:succubus_hurt                               | 1569 |
| grimoireofgaia:succubus_male_death                         | 1573 |
| grimoireofgaia:succubus_male_hurt                          | 1572 |
| grimoireofgaia:succubus_male_say                           | 1571 |
| grimoireofgaia:succubus_say                                | 1568 |
| grimoireofgaia:toad_death                                  | 1576 |
| grimoireofgaia:toad_hurt                                   | 1575 |
| grimoireofgaia:toad_say                                    | 1574 |
| grimoireofgaia:trader_death                                | 1600 |
| grimoireofgaia:trader_hurt                                 | 1599 |
| grimoireofgaia:trader_say                                  | 1598 |
| grimoireofgaia:valkyrie_death                              | 1579 |
| grimoireofgaia:valkyrie_hurt                               | 1578 |
| grimoireofgaia:valkyrie_say                                | 1577 |
| grimoireofgaia:vampire_death                               | 1582 |
| grimoireofgaia:vampire_hurt                                | 1581 |
| grimoireofgaia:vampire_say                                 | 1580 |
| grimoireofgaia:werecat_death                               | 1585 |
| grimoireofgaia:werecat_hurt                                | 1584 |
| grimoireofgaia:werecat_say                                 | 1583 |
| grimoireofgaia:weresheep_death                             | 1603 |
| grimoireofgaia:weresheep_hurt                              | 1602 |
| grimoireofgaia:weresheep_say                               | 1601 |
| grimoireofgaia:witch_death                                 | 1588 |
| grimoireofgaia:witch_hurt                                  | 1587 |
| grimoireofgaia:witch_say                                   | 1586 |
| grimoireofgaia:yeti_death                                  | 1591 |
| grimoireofgaia:yeti_hurt                                   | 1590 |
| grimoireofgaia:yeti_say                                    | 1589 |
| grimoireofgaia:yukionna_death                              | 1594 |
| grimoireofgaia:yukionna_hurt                               | 1593 |
| grimoireofgaia:yukionna_say                                | 1592 |
| grue:grue.death                                            | 2107 |
| grue:grue.spawn                                            | 2105 |
| grue:grue.whisper                                          | 2106 |
| iceandfire:amphithere_bite                                 | 1711 |
| iceandfire:amphithere_die                                  | 1708 |
| iceandfire:amphithere_gust                                 | 1712 |
| iceandfire:amphithere_hurt                                 | 1710 |
| iceandfire:amphithere_idle                                 | 1709 |
| iceandfire:bestiary_page                                   | 1621 |
| iceandfire:cockatrice_cry                                  | 1697 |
| iceandfire:cockatrice_die                                  | 1694 |
| iceandfire:cockatrice_hurt                                 | 1696 |
| iceandfire:cockatrice_idle                                 | 1695 |
| iceandfire:cyclops_bite                                    | 1669 |
| iceandfire:cyclops_blinded                                 | 1670 |
| iceandfire:cyclops_die                                     | 1668 |
| iceandfire:cyclops_hurt                                    | 1667 |
| iceandfire:cyclops_idle                                    | 1666 |
| iceandfire:deathworm_attack                                | 1675 |
| iceandfire:deathworm_die                                   | 1677 |
| iceandfire:deathworm_giant_attack                          | 1679 |
| iceandfire:deathworm_giant_die                             | 1681 |
| iceandfire:deathworm_giant_hurt                            | 1680 |
| iceandfire:deathworm_giant_idle                            | 1678 |
| iceandfire:deathworm_hurt                                  | 1676 |
| iceandfire:deathworm_idle                                  | 1674 |
| iceandfire:dragon_flight                                   | 1665 |
| iceandfire:dragon_hatch                                    | 1622 |
| iceandfire:dragonflute                                     | 1649 |
| iceandfire:firedragon_adult_death                          | 1635 |
| iceandfire:firedragon_adult_hurt                           | 1636 |
| iceandfire:firedragon_adult_idle                           | 1634 |
| iceandfire:firedragon_adult_roar                           | 1633 |
| iceandfire:firedragon_breath                               | 1623 |
| iceandfire:firedragon_child_death                          | 1627 |
| iceandfire:firedragon_child_hurt                           | 1626 |
| iceandfire:firedragon_child_idle                           | 1625 |
| iceandfire:firedragon_child_roar                           | 1628 |
| iceandfire:firedragon_teen_death                           | 1631 |
| iceandfire:firedragon_teen_hurt                            | 1632 |
| iceandfire:firedragon_teen_idle                            | 1630 |
| iceandfire:firedragon_teen_roar                            | 1629 |
| iceandfire:gold_pile_break                                 | 1664 |
| iceandfire:gold_pile_step                                  | 1663 |
| iceandfire:gorgon_attack                                   | 1656 |
| iceandfire:gorgon_die                                      | 1655 |
| iceandfire:gorgon_hurt                                     | 1654 |
| iceandfire:gorgon_idle                                     | 1653 |
| iceandfire:gorgon_petrify                                  | 1657 |
| iceandfire:gorgon_turn_stone                               | 1658 |
| iceandfire:hippocampus_die                                 | 1673 |
| iceandfire:hippocampus_hurt                                | 1672 |
| iceandfire:hippocampus_idle                                | 1671 |
| iceandfire:hippogryph_die                                  | 1652 |
| iceandfire:hippogryph_hurt                                 | 1651 |
| iceandfire:hippogryph_idle                                 | 1650 |
| iceandfire:icedragon_adult_death                           | 1647 |
| iceandfire:icedragon_adult_hurt                            | 1648 |
| iceandfire:icedragon_adult_idle                            | 1646 |
| iceandfire:icedragon_adult_roar                            | 1645 |
| iceandfire:icedragon_breath                                | 1624 |
| iceandfire:icedragon_child_death                           | 1639 |
| iceandfire:icedragon_child_hurt                            | 1638 |
| iceandfire:icedragon_child_idle                            | 1637 |
| iceandfire:icedragon_child_roar                            | 1640 |
| iceandfire:icedragon_teen_death                            | 1643 |
| iceandfire:icedragon_teen_hurt                             | 1644 |
| iceandfire:icedragon_teen_idle                             | 1642 |
| iceandfire:icedragon_teen_roar                             | 1641 |
| iceandfire:mermaid_die                                     | 1688 |
| iceandfire:mermaid_hurt                                    | 1687 |
| iceandfire:mermaid_idle                                    | 1686 |
| iceandfire:myrmex_bite                                     | 1706 |
| iceandfire:myrmex_die                                      | 1702 |
| iceandfire:myrmex_hurt                                     | 1704 |
| iceandfire:myrmex_idle                                     | 1703 |
| iceandfire:myrmex_sting                                    | 1707 |
| iceandfire:myrmex_walk                                     | 1705 |
| iceandfire:naga_attack                                     | 1683 |
| iceandfire:naga_die                                        | 1685 |
| iceandfire:naga_hurt                                       | 1684 |
| iceandfire:naga_idle                                       | 1682 |
| iceandfire:pixie_die                                       | 1661 |
| iceandfire:pixie_hurt                                      | 1660 |
| iceandfire:pixie_idle                                      | 1659 |
| iceandfire:pixie_taunt                                     | 1662 |
| iceandfire:pixie_wand                                      | 1720 |
| iceandfire:sea_serpent_bite                                | 1716 |
| iceandfire:sea_serpent_breath                              | 1718 |
| iceandfire:sea_serpent_die                                 | 1713 |
| iceandfire:sea_serpent_hurt                                | 1715 |
| iceandfire:sea_serpent_idle                                | 1714 |
| iceandfire:sea_serpent_roar                                | 1717 |
| iceandfire:sea_serpent_splash                              | 1719 |
| iceandfire:siren_song                                      | 1689 |
| iceandfire:stymphalian_bird_attack                         | 1701 |
| iceandfire:stymphalian_bird_die                            | 1698 |
| iceandfire:stymphalian_bird_hurt                           | 1700 |
| iceandfire:stymphalian_bird_idle                           | 1699 |
| iceandfire:troll_die                                       | 1690 |
| iceandfire:troll_hurt                                      | 1692 |
| iceandfire:troll_idle                                      | 1691 |
| iceandfire:troll_roar                                      | 1693 |
| locks:key_ring                                             | 1721 |
| locks:lock.close                                           | 1722 |
| locks:lock.open                                            | 1723 |
| locks:lock.rattle                                          | 1724 |
| locks:pin.fail                                             | 1725 |
| locks:pin.match                                            | 1726 |
| locks:shock                                                | 1727 |
| lootgames:bomb_activated                                   | 2128 |
| lootgames:gol_gameover_lose                                | 2125 |
| lootgames:gol_gameover_win                                 | 2124 |
| lootgames:gol_sequence_complete                            | 2123 |
| lootgames:gol_sequence_wrong                               | 2122 |
| lootgames:gol_start_game                                   | 2121 |
| lootgames:ms_empty_revel_neighbours                        | 2127 |
| lootgames:ms_start_game                                    | 2126 |
| lootgames:puzzle_master_strange                            | 2129 |
| magma_monsters:magma_monster_death                         | 1730 |
| magma_monsters:magma_monster_hurt                          | 1729 |
| magma_monsters:magma_monster_living                        | 1728 |
| minecraft:ambient.cave                                     |    0 |
| minecraft:block.anvil.break                                |    1 |
| minecraft:block.anvil.destroy                              |    2 |
| minecraft:block.anvil.fall                                 |    3 |
| minecraft:block.anvil.hit                                  |    4 |
| minecraft:block.anvil.land                                 |    5 |
| minecraft:block.anvil.place                                |    6 |
| minecraft:block.anvil.step                                 |    7 |
| minecraft:block.anvil.use                                  |    8 |
| minecraft:block.brewing_stand.brew                         |    9 |
| minecraft:block.chest.close                                |   10 |
| minecraft:block.chest.locked                               |   11 |
| minecraft:block.chest.open                                 |   12 |
| minecraft:block.chorus_flower.death                        |   13 |
| minecraft:block.chorus_flower.grow                         |   14 |
| minecraft:block.cloth.break                                |   15 |
| minecraft:block.cloth.fall                                 |   16 |
| minecraft:block.cloth.hit                                  |   17 |
| minecraft:block.cloth.place                                |   18 |
| minecraft:block.cloth.step                                 |   19 |
| minecraft:block.comparator.click                           |   20 |
| minecraft:block.dispenser.dispense                         |   21 |
| minecraft:block.dispenser.fail                             |   22 |
| minecraft:block.dispenser.launch                           |   23 |
| minecraft:block.enchantment_table.use                      |   24 |
| minecraft:block.end_gateway.spawn                          |   25 |
| minecraft:block.end_portal.spawn                           |   26 |
| minecraft:block.end_portal_frame.fill                      |   27 |
| minecraft:block.enderchest.close                           |   28 |
| minecraft:block.enderchest.open                            |   29 |
| minecraft:block.fence_gate.close                           |   30 |
| minecraft:block.fence_gate.open                            |   31 |
| minecraft:block.fire.ambient                               |   32 |
| minecraft:block.fire.extinguish                            |   33 |
| minecraft:block.furnace.fire_crackle                       |   34 |
| minecraft:block.glass.break                                |   35 |
| minecraft:block.glass.fall                                 |   36 |
| minecraft:block.glass.hit                                  |   37 |
| minecraft:block.glass.place                                |   38 |
| minecraft:block.glass.step                                 |   39 |
| minecraft:block.grass.break                                |   40 |
| minecraft:block.grass.fall                                 |   41 |
| minecraft:block.grass.hit                                  |   42 |
| minecraft:block.grass.place                                |   43 |
| minecraft:block.grass.step                                 |   44 |
| minecraft:block.gravel.break                               |   45 |
| minecraft:block.gravel.fall                                |   46 |
| minecraft:block.gravel.hit                                 |   47 |
| minecraft:block.gravel.place                               |   48 |
| minecraft:block.gravel.step                                |   49 |
| minecraft:block.iron_door.close                            |   50 |
| minecraft:block.iron_door.open                             |   51 |
| minecraft:block.iron_trapdoor.close                        |   52 |
| minecraft:block.iron_trapdoor.open                         |   53 |
| minecraft:block.ladder.break                               |   54 |
| minecraft:block.ladder.fall                                |   55 |
| minecraft:block.ladder.hit                                 |   56 |
| minecraft:block.ladder.place                               |   57 |
| minecraft:block.ladder.step                                |   58 |
| minecraft:block.lava.ambient                               |   59 |
| minecraft:block.lava.extinguish                            |   60 |
| minecraft:block.lava.pop                                   |   61 |
| minecraft:block.lever.click                                |   62 |
| minecraft:block.metal.break                                |   63 |
| minecraft:block.metal.fall                                 |   64 |
| minecraft:block.metal.hit                                  |   65 |
| minecraft:block.metal.place                                |   66 |
| minecraft:block.metal.step                                 |   67 |
| minecraft:block.metal_pressureplate.click_off              |   68 |
| minecraft:block.metal_pressureplate.click_on               |   69 |
| minecraft:block.note.basedrum                              |   70 |
| minecraft:block.note.bass                                  |   71 |
| minecraft:block.note.bell                                  |   72 |
| minecraft:block.note.chime                                 |   73 |
| minecraft:block.note.flute                                 |   74 |
| minecraft:block.note.guitar                                |   75 |
| minecraft:block.note.harp                                  |   76 |
| minecraft:block.note.hat                                   |   77 |
| minecraft:block.note.pling                                 |   78 |
| minecraft:block.note.snare                                 |   79 |
| minecraft:block.note.xylophone                             |   80 |
| minecraft:block.piston.contract                            |   81 |
| minecraft:block.piston.extend                              |   82 |
| minecraft:block.portal.ambient                             |   83 |
| minecraft:block.portal.travel                              |   84 |
| minecraft:block.portal.trigger                             |   85 |
| minecraft:block.redstone_torch.burnout                     |   86 |
| minecraft:block.sand.break                                 |   87 |
| minecraft:block.sand.fall                                  |   88 |
| minecraft:block.sand.hit                                   |   89 |
| minecraft:block.sand.place                                 |   90 |
| minecraft:block.sand.step                                  |   91 |
| minecraft:block.shulker_box.close                          |   92 |
| minecraft:block.shulker_box.open                           |   93 |
| minecraft:block.slime.break                                |   94 |
| minecraft:block.slime.fall                                 |   95 |
| minecraft:block.slime.hit                                  |   96 |
| minecraft:block.slime.place                                |   97 |
| minecraft:block.slime.step                                 |   98 |
| minecraft:block.snow.break                                 |   99 |
| minecraft:block.snow.fall                                  |  100 |
| minecraft:block.snow.hit                                   |  101 |
| minecraft:block.snow.place                                 |  102 |
| minecraft:block.snow.step                                  |  103 |
| minecraft:block.stone.break                                |  104 |
| minecraft:block.stone.fall                                 |  105 |
| minecraft:block.stone.hit                                  |  106 |
| minecraft:block.stone.place                                |  107 |
| minecraft:block.stone.step                                 |  108 |
| minecraft:block.stone_button.click_off                     |  109 |
| minecraft:block.stone_button.click_on                      |  110 |
| minecraft:block.stone_pressureplate.click_off              |  111 |
| minecraft:block.stone_pressureplate.click_on               |  112 |
| minecraft:block.tripwire.attach                            |  113 |
| minecraft:block.tripwire.click_off                         |  114 |
| minecraft:block.tripwire.click_on                          |  115 |
| minecraft:block.tripwire.detach                            |  116 |
| minecraft:block.water.ambient                              |  117 |
| minecraft:block.waterlily.place                            |  118 |
| minecraft:block.wood.break                                 |  119 |
| minecraft:block.wood.fall                                  |  120 |
| minecraft:block.wood.hit                                   |  121 |
| minecraft:block.wood.place                                 |  122 |
| minecraft:block.wood.step                                  |  123 |
| minecraft:block.wood_button.click_off                      |  124 |
| minecraft:block.wood_button.click_on                       |  125 |
| minecraft:block.wood_pressureplate.click_off               |  126 |
| minecraft:block.wood_pressureplate.click_on                |  127 |
| minecraft:block.wooden_door.close                          |  128 |
| minecraft:block.wooden_door.open                           |  129 |
| minecraft:block.wooden_trapdoor.close                      |  130 |
| minecraft:block.wooden_trapdoor.open                       |  131 |
| minecraft:enchant.thorns.hit                               |  132 |
| minecraft:entity.armorstand.break                          |  133 |
| minecraft:entity.armorstand.fall                           |  134 |
| minecraft:entity.armorstand.hit                            |  135 |
| minecraft:entity.armorstand.place                          |  136 |
| minecraft:entity.arrow.hit                                 |  137 |
| minecraft:entity.arrow.hit_player                          |  138 |
| minecraft:entity.arrow.shoot                               |  139 |
| minecraft:entity.bat.ambient                               |  140 |
| minecraft:entity.bat.death                                 |  141 |
| minecraft:entity.bat.hurt                                  |  142 |
| minecraft:entity.bat.loop                                  |  143 |
| minecraft:entity.bat.takeoff                               |  144 |
| minecraft:entity.blaze.ambient                             |  145 |
| minecraft:entity.blaze.burn                                |  146 |
| minecraft:entity.blaze.death                               |  147 |
| minecraft:entity.blaze.hurt                                |  148 |
| minecraft:entity.blaze.shoot                               |  149 |
| minecraft:entity.boat.paddle_land                          |  150 |
