+----------------------------------+------------------------------------------+-----------------------------------------+-----+-------------------------+--------+---------------+
| Mod name                         | Registry name                            | Potion Name                             |  ID | Liquid color            | Is bad | Is beneficial |
| Wards                            | wards:effect_bone_crusher                | effect.ward_bone_crusher                | 302 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_climate_tranquility         | effect.ward_climate_tranquility         | 308 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_cloudwalker                 | effect.ward_cloudwalker                 | 316 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_clustered                   | effect.ward_clustered                   | 244 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_companion                   | effect.ward_companion                   | 265 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_cooking                     | effect.ward_cooking                     | 254 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_deaths_odium                | effect.ward_deaths_odium                | 327 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_debilitating                | effect.ward_debilitating                | 246 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_demeters_soul               | effect.ward_demeters_soul               | 325 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_deprivationcurse            | effect.ward_deprivationcurse            | 290 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_depth_strider               | effect.ward_depth_strider               | 220 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_disarm                      | effect.ward_disarm                      | 257 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_disorient                   | effect.ward_disorient                   | 258 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ducttaped                   | effect.ward_ducttaped                   | 242 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ecological                  | effect.ward_ecological                  | 319 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_efficiency                  | effect.ward_efficiency                  | 230 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ender_eyes                  | effect.ward_ender_eyes                  | 300 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ender_librarian             | effect.ward_ender_librarian             | 324 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ender_mending               | effect.ward_ender_mending               | 310 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_endermarksmen               | effect.ward_endermarksmen               | 313 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_explosive                   | effect.ward_explosive                   | 245 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_explosive1                  | effect.ward_explosive1                  | 285 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_famine                      | effect.ward_famine                      | 288 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_fastfood                    | effect.ward_fastfood                    | 317 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_fasting                     | effect.ward_fasting                     | 289 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_feather_falling             | effect.ward_feather_falling             | 214 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_fire_aspect                 | effect.ward_fire_aspect                 | 227 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_fire_protection             | effect.ward_fire_protection             | 213 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_flame                       | effect.ward_flame                       | 236 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_flim_flam                   | effect.ward_flim_flam                   | 287 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_focus_impact                | effect.ward_focus_impact                | 301 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_forging                     | effect.ward_forging                     | 253 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_fortune                     | effect.ward_fortune                     | 233 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_freezing                    | effect.ward_freezing                    | 255 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_frost_walker                | effect.ward_frost_walker                | 221 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_icarus_aegis                | effect.ward_icarus_aegis                | 323 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ifrits_grace                | effect.ward_ifrits_grace                | 322 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_infinity                    | effect.ward_infinity                    | 237 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_knockback                   | effect.ward_knockback                   | 226 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_last_stand                  | effect.ward_last_stand                  | 286 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_lazinesscurse               | effect.ward_lazinesscurse               | 291 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_looting                     | effect.ward_looting                     | 228 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_luck_of_the_sea             | effect.ward_luck_of_the_sea             | 238 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_lure                        | effect.ward_lure                        | 239 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_mage_affinity               | effect.ward_mage_affinity               | 250 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_magicmissile                | effect.ward_magicmissile                | 262 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_mending                     | effect.ward_mending                     | 240 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_midas_blessing              | effect.ward_midas_blessing              | 321 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_momentum                    | effect.ward_momentum                    | 309 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_naturesgrace                | effect.ward_naturesgrace                | 318 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_perpetualstrike             | effect.ward_perpetualstrike             | 307 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_pestilences_odium           | effect.ward_pestilences_odium           | 326 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_phoenixs_blessing           | effect.ward_phoenixs_blessing           | 320 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_pinmissile                  | effect.ward_pinmissile                  | 263 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_ailment              | effect.ward_poison_ailment              | 282 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_bark                 | effect.ward_poison_bark                 | 279 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_bramble              | effect.ward_poison_bramble              | 278 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_cinder               | effect.ward_poison_cinder               | 280 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_fade                 | effect.ward_poison_fade                 | 283 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_feather              | effect.ward_poison_feather              | 284 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_sanguine             | effect.ward_poison_sanguine             | 277 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_poison_tangle               | effect.ward_poison_tangle               | 281 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_power                       | effect.ward_power                       | 234 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_projectile_protection       | effect.ward_projectile_protection       | 216 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_protection                  | effect.ward_protection                  | 212 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_punch                       | effect.ward_punch                       | 235 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_punish                      | effect.ward_punish                      | 259 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_rage                        | effect.ward_rage                        | 267 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_ranged                      | effect.ward_ranged                      | 303 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_respiration                 | effect.ward_respiration                 | 217 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_restoration                 | effect.ward_restoration                 | 251 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_runed                       | effect.ward_runed                       | 249 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_sages_blessing              | effect.ward_sages_blessing              | 299 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_satiate                     | effect.ward_satiate                     | 252 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_sensitivitycurse            | effect.ward_sensitivitycurse            | 292 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_sharpness                   | effect.ward_sharpness                   | 223 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_silk_touch                  | effect.ward_silk_touch                  | 231 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_smart_ass                   | effect.ward_smart_ass                   | 311 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_smelting                    | effect.ward_smelting                    | 247 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_smite                       | effect.ward_smite                       | 224 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_smite1                      | effect.ward_smite1                      | 261 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_sonicboom                   | effect.ward_sonicboom                   | 243 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_spartanweapon               | effect.ward_spartanweapon               | 306 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_sunder                      | effect.ward_sunder                      | 266 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_sweeping                    | effect.ward_sweeping                    | 229 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_swift                       | effect.ward_swift                       | 298 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_swiftblade                  | effect.ward_swiftblade                  | 305 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_thorns                      | effect.ward_thorns                      | 219 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_transport                   | effect.ward_transport                   | 264 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_treasurers_eyes             | effect.ward_treasurers_eyes             | 304 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_fireshield          | effect.ward_trinket_fireshield          | 272 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_gills               | effect.ward_trinket_gills               | 271 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_haste               | effect.ward_trinket_haste               | 270 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_invisibility        | effect.ward_trinket_invisibility        | 276 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_jump                | effect.ward_trinket_jump                | 269 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_nightvision         | effect.ward_trinket_nightvision         | 273 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_resistance          | effect.ward_trinket_resistance          | 274 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_speed               | effect.ward_trinket_speed               | 268 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_trinket_strength            | effect.ward_trinket_strength            | 275 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_unbreaking                  | effect.ward_unbreaking                  | 232 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_uncover                     | effect.ward_uncover                     | 256 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_undead                      | effect.ward_undead                      | 295 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_vanishing_curse             | effect.ward_vanishing_curse             | 241 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_vitae                       | effect.ward_vitae                       | 297 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_warriorsgrace               | effect.ward_warriorsgrace               | 312 | 0x007CAFC6 (   8171462) |  false |          true |
| Wards                            | wards:effect_wither                      | effect.ward_wither                      | 260 | 0x007CAFC6 (   8171462) |  false |          true |
+----------------------------------+------------------------------------------+-----------------------------------------+-----+-------------------------+--------+---------------+
| Mod name                         | Registry name                            | Potion Name                             |  ID | Liquid color            | Is bad | Is beneficial |
+----------------------------------+------------------------------------------+-----------------------------------------+-----+-------------------------+--------+---------------+
