+----------------------------------+------------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| *** WARNING ***                                                                                                                                                                                                                                                                                                 |
| The block and item IDs are dynamic and will be different on each world!                                                                                                                                                                                                                                         |
| DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)                                                                                                                                                                                                       |
| *** ALSO ***                                                                                                                                                                                                                                                                                                    |
| The server doesn't have a list of sub block and sub items                                                                                                                                                                                                                                                       |
| (= items with different damage value or blocks with different metadata).                                                                                                                                                                                                                                        |
| That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.                                                                                                                                                                                       |
+----------------------------------+------------------------------------------------------------------------+---------+----------+----------+--------------------------------------------------------------+------------------------------------------------------------------------------------------------------+
| Mod name                         | Registry name                                                          | Item ID | Meta/dmg | Subtypes | Display name                                                 | Ore Dict keys                                                                                        |
| Charm                            | charm:crate_sealed                                                     |   12455 |        2 |     true | Birch Sealed Crate                                           |                                                                                                      |
| Charm                            | charm:crate_sealed                                                     |   12455 |        3 |     true | Jungle Sealed Crate                                          |                                                                                                      |
| Charm                            | charm:crate_sealed                                                     |   12455 |        4 |     true | Acacia Sealed Crate                                          |                                                                                                      |
| Charm                            | charm:crate_sealed                                                     |   12455 |        5 |     true | Dark Oak Sealed Crate                                        |                                                                                                      |
| Charm                            | charm:ender_pearl_block                                                |   12456 |        0 |     true | Ender Pearl Block                                            |                                                                                                      |
| Charm                            | charm:gunpowder_block                                                  |   12450 |        0 |     true | Gunpowder Block                                              |                                                                                                      |
| Charm                            | charm:record_calm1                                                     |   12460 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_calm2                                                     |   12461 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_calm3                                                     |   12462 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_creative1                                                 |   12472 |        0 |    false | Creative Music Disc                                          |                                                                                                      |
| Charm                            | charm:record_creative2                                                 |   12473 |        0 |    false | Creative Music Disc                                          |                                                                                                      |
| Charm                            | charm:record_creative3                                                 |   12474 |        0 |    false | Creative Music Disc                                          |                                                                                                      |
| Charm                            | charm:record_creative4                                                 |   12475 |        0 |    false | Creative Music Disc                                          |                                                                                                      |
| Charm                            | charm:record_creative5                                                 |   12476 |        0 |    false | Creative Music Disc                                          |                                                                                                      |
| Charm                            | charm:record_creative6                                                 |   12477 |        0 |    false | Creative Music Disc                                          |                                                                                                      |
| Charm                            | charm:record_hal1                                                      |   12463 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_hal2                                                      |   12464 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_hal3                                                      |   12465 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_hal4                                                      |   12466 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_menu1                                                     |   12482 |        0 |    false | Menu Music Disc                                              |                                                                                                      |
| Charm                            | charm:record_menu2                                                     |   12483 |        0 |    false | Menu Music Disc                                              |                                                                                                      |
| Charm                            | charm:record_menu3                                                     |   12484 |        0 |    false | Menu Music Disc                                              |                                                                                                      |
| Charm                            | charm:record_menu4                                                     |   12485 |        0 |    false | Menu Music Disc                                              |                                                                                                      |
| Charm                            | charm:record_nether1                                                   |   12478 |        0 |    false | Nether Music Disc                                            |                                                                                                      |
| Charm                            | charm:record_nether2                                                   |   12479 |        0 |    false | Nether Music Disc                                            |                                                                                                      |
| Charm                            | charm:record_nether3                                                   |   12480 |        0 |    false | Nether Music Disc                                            |                                                                                                      |
| Charm                            | charm:record_nether4                                                   |   12481 |        0 |    false | Nether Music Disc                                            |                                                                                                      |
| Charm                            | charm:record_nuance1                                                   |   12467 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_nuance2                                                   |   12468 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_piano1                                                    |   12469 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_piano2                                                    |   12470 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:record_piano3                                                    |   12471 |        0 |    false | Overworld Music Disc                                         |                                                                                                      |
| Charm                            | charm:redstone_sand                                                    |   12451 |        0 |     true | Redstone Sand                                                |                                                                                                      |
| Charm                            | charm:rotten_flesh_block                                               |   12457 |        0 |     true | Rotten Flesh Block                                           |                                                                                                      |
| Charm                            | charm:smooth_glowstone                                                 |   12458 |        0 |     true | Smooth Glowstone                                             |                                                                                                      |
| Charm                            | charm:totem_of_returning                                               |   12486 |        0 |    false | Totem of Returning                                           |                                                                                                      |
| Charm                            | charm:totem_of_shielding                                               |   12487 |        0 |    false | Totem of Shielding                                           |                                                                                                      |
| Charm                            | charm:variable_redstone_lamp                                           |   12452 |        0 |     true | Variable Redstone Lamp                                       |                                                                                                      |
| Charset                          | charset:chest                                                          |   12338 |        0 |    false | Chest                                                        | chest,chestWood                                                                                      |
| Charset                          | charset:icon                                                           |   12339 |        0 |    false | a                                                            |                                                                                                      |
| Chutes                           | chutes:chute_entry_wood                                                |    7453 |        0 |    false | Wooden Entry Chute                                           |                                                                                                      |
| Chutes                           | chutes:chute_wood                                                      |    7452 |        0 |    false | Wooden Chute                                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:4leaf_clover                                            |   12526 |        0 |    false | Four Leaf Clover                                             |                                                                                                      |
| ContentTweaker                   | contenttweaker:5leaf_clover                                            |   12565 |        0 |    false | Five Leaf Clover                                             |                                                                                                      |
| ContentTweaker                   | contenttweaker:aether_orb                                              |   12539 |        0 |    false | Aether Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:aether_rune                                             |   12561 |        0 |    false | Rune of Aether                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:air_orb                                                 |   12490 |        0 |    false | Air Orb                                                      |                                                                                                      |
| ContentTweaker                   | contenttweaker:air_rune                                                |   12528 |        0 |    false | Rune of Air                                                  | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:amethyst_ingot                                          |   12582 |        0 |    false | Amethyst Ingot                                               |                                                                                                      |
| ContentTweaker                   | contenttweaker:amulet_of_divinity                                      |   12545 |        0 |    false | Amulet of Divinity                                           |                                                                                                      |
| ContentTweaker                   | contenttweaker:arcane_orb                                              |   12611 |        0 |    false | Arcane Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:arcane_rune                                             |   12609 |        0 |    false | Rune of Arcana                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:baguettebrick                                           |   12606 |        0 |     true | tile.contenttweaker.baguettebrick.name                       |                                                                                                      |
| ContentTweaker                   | contenttweaker:balance_orb                                             |   12529 |        0 |    false | Balance Orb                                                  |                                                                                                      |
| ContentTweaker                   | contenttweaker:balance_rune                                            |   12506 |        0 |    false | Rune of Balance                                              | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:blank_rune                                              |   12557 |        0 |    false | Blank Rune                                                   | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:bronze_plate                                            |   12550 |        0 |     true | Bronze Plate                                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:chaos_orb                                               |   12491 |        0 |    false | Chaos Orb                                                    |                                                                                                      |
| ContentTweaker                   | contenttweaker:chaos_rune                                              |   12497 |        0 |    false | Rune of Chaos                                                | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:charcoal_pile                                           |   12559 |        0 |     true | Charcoal Pile                                                |                                                                                                      |
| ContentTweaker                   | contenttweaker:coint1                                                  |   12524 |        0 |    false | ? 1                                                          |                                                                                                      |
| ContentTweaker                   | contenttweaker:coint2                                                  |   12523 |        0 |    false | ? 10                                                         |                                                                                                      |
| ContentTweaker                   | contenttweaker:coint3                                                  |   12538 |        0 |    false | ? 100                                                        |                                                                                                      |
| ContentTweaker                   | contenttweaker:coint4                                                  |   12537 |        0 |    false | ? 1000                                                       |                                                                                                      |
| ContentTweaker                   | contenttweaker:copper_tin_mixture                                      |   12607 |        0 |    false | Copper and Tin                                               |                                                                                                      |
| ContentTweaker                   | contenttweaker:copper_tin_pebbles                                      |   12571 |        0 |    false | Copper and Tin Pebbles                                       |                                                                                                      |
| ContentTweaker                   | contenttweaker:creation_orb                                            |   12541 |        0 |    false | Creation Orb                                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:creation_rune                                           |   12512 |        0 |    false | Rune of Creation                                             | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:crucible                                                |   12554 |        0 |     true | Unfired Refractory Crucible                                  |                                                                                                      |
| ContentTweaker                   | contenttweaker:death_orb                                               |   12570 |        0 |    false | Death Orb                                                    |                                                                                                      |
| ContentTweaker                   | contenttweaker:death_rune                                              |   12602 |        0 |    false | Rune of Death                                                | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:disint_orb                                              |   12542 |        0 |    false | Disintegration Orb                                           |                                                                                                      |
| ContentTweaker                   | contenttweaker:disint_rune                                             |   12549 |        0 |    false | Rune of Disintegration                                       | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:draconic_orb                                            |   12543 |        0 |    false | Draconic Orb                                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:draconic_rune                                           |   12546 |        0 |    false | Rune of Draconia                                             | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:earth_orb                                               |   12536 |        0 |    false | Earth Orb                                                    |                                                                                                      |
| ContentTweaker                   | contenttweaker:earth_rune                                              |   12608 |        0 |    false | Rune of Earth                                                | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:electrum_plate                                          |   12552 |        0 |     true | Aetherial Electrum Plate                                     |                                                                                                      |
| ContentTweaker                   | contenttweaker:elevator                                                |   12544 |        0 |     true | Disassembled Ender Elevator                                  |                                                                                                      |
| ContentTweaker                   | contenttweaker:end_orb                                                 |   12580 |        0 |    false | End Orb                                                      |                                                                                                      |
| ContentTweaker                   | contenttweaker:energy_orb                                              |   12530 |        0 |    false | Energy Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:energy_rune                                             |   12578 |        0 |    false | Rune of Energy                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:fae_orb                                                 |   12568 |        0 |    false | Fae Orb                                                      |                                                                                                      |
| ContentTweaker                   | contenttweaker:fae_rune                                                |   12492 |        0 |    false | Rune of Fae                                                  | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:farlanderamethystbrick                                  |   12586 |        0 |     true | Farlander Style Amethyst Brick                               |                                                                                                      |
| ContentTweaker                   | contenttweaker:farlanderdiamondbrick                                   |   12533 |        0 |     true | tile.contenttweaker.farlanderdiamondbrick.name               |                                                                                                      |
| ContentTweaker                   | contenttweaker:farlanderzanitebrick                                    |   12605 |        0 |     true | Farlander Style Zanite Brick                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:fire_orb                                                |   12567 |        0 |    false | Fire Orb                                                     |                                                                                                      |
| ContentTweaker                   | contenttweaker:fire_rune                                               |   12595 |        0 |    false | Rune of Fire                                                 | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:halite                                                  |   12572 |        0 |     true | Halite Crystal                                               |                                                                                                      |
| ContentTweaker                   | contenttweaker:heartofthefallen                                        |   12562 |        0 |    false | Heart of the Fallen                                          |                                                                                                      |
| ContentTweaker                   | contenttweaker:heavensheart                                            |   12576 |        0 |    false | Heaven's Heart                                               |                                                                                                      |
| ContentTweaker                   | contenttweaker:holding_orb                                             |   12555 |        0 |    false | Holding Orb                                                  |                                                                                                      |
| ContentTweaker                   | contenttweaker:holding_rune                                            |   12513 |        0 |    false | Rune of Holding                                              | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:illusion_orb                                            |   12511 |        0 |    false | Illusion Orb                                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:illusion_rune                                           |   12522 |        0 |    false | Rune of Illusion                                             | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:info                                                    |   12508 |        0 |    false | item.contenttweaker.info.name                                |                                                                                                      |
| ContentTweaker                   | contenttweaker:knowledge_orb                                           |   12558 |        0 |    false | Knowledge Orb                                                |                                                                                                      |
| ContentTweaker                   | contenttweaker:knowledge_rune                                          |   12540 |        0 |    false | Rune of Knowledge                                            | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:kompy_essence                                           |   12575 |        0 |    false | Kompy's Essence                                              |                                                                                                      |
| ContentTweaker                   | contenttweaker:kompy_kantrip                                           |   12590 |        0 |    false | Kompy's Kantrip                                              |                                                                                                      |
| ContentTweaker                   | contenttweaker:kompy_kott                                              |   12596 |        0 |    false | Kompy's Precursor                                            |                                                                                                      |
| ContentTweaker                   | contenttweaker:life_orb                                                |   12597 |        0 |    false | Life Orb                                                     |                                                                                                      |
| ContentTweaker                   | contenttweaker:life_rune                                               |   12592 |        0 |    false | Rune of Life                                                 | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:luna_orb                                                |   12599 |        0 |    false | Luna Orb                                                     |                                                                                                      |
| ContentTweaker                   | contenttweaker:luna_rune                                               |   12569 |        0 |    false | Rune of Luna                                                 | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:lunarinbronzebrick                                      |   12594 |        0 |     true | Lunarin Style Bronze Brick                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinendoriumbrick                                    |   12579 |        0 |     true | Lunarin Style Endorium Brick                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinfierybrick                                       |   12556 |        0 |     true | Lunarin Style Fiery Metal Brick                              |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinfirebrick                                        |   12548 |        0 |     true | Lunarin Style Fire Draco-Brick                               |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinheartbrick                                       |   12547 |        0 |     true | Lunarin Style Heart Crystal Brick                            |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinicebrick                                         |   12610 |        0 |     true | Lunarin Style Ice Draco-Brick                                |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinknightbrick                                      |   12510 |        0 |     true | Lunarin Style Knightly Metal Brick                           |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinmythrilbrick                                     |   12525 |        0 |     true | Lunarin Style Mythril Brick                                  |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinrimebrick                                        |   12581 |        0 |     true | Lunarin Style Rime Brick                                     |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinsfsbrick                                         |   12551 |        0 |     true | Lunarin Style Soul Forged Steel Brick                        |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinsilverbrick                                      |   12493 |        0 |     true | Lunarin Style Silver Brick                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinsteelbrick                                       |   12502 |        0 |     true | Lunarin Style Steel Brick                                    |                                                                                                      |
| ContentTweaker                   | contenttweaker:lunarinviridiumbrick                                    |   12612 |        0 |     true | Lunarin Style Viridium Brick                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:magic_orb                                               |   12520 |        0 |    false | Magic Orb                                                    |                                                                                                      |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |        0 |     true | Bronze Ingot                                                 | genericMetal,ingotBronze                                                                             |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |        1 |     true | Bronze Nugget                                                | nuggetBronze                                                                                         |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |        4 |     true | Copper Nugget                                                | nuggetCopper                                                                                         |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |        6 |     true | Tin Nugget                                                   | nuggetTin                                                                                            |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |        8 |     true | Mythril Nugget                                               | nuggetMythril                                                                                        |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |       10 |     true | Viridium Nugget                                              | nuggetViridium                                                                                       |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |       12 |     true | Electrum Ingot                                               | ingotElectrum                                                                                        |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |       13 |     true | Dense Electrum Plate                                         | densePlateElectrum,plateDenseElectrum                                                                |
| ContentTweaker                   | contenttweaker:material_part                                           |   12488 |       16 |     true | Electrum Nugget                                              | nuggetElectrum                                                                                       |
| ContentTweaker                   | contenttweaker:mind_orb                                                |   12532 |        0 |    false | Mind Orb                                                     |                                                                                                      |
| ContentTweaker                   | contenttweaker:mind_rune                                               |   12498 |        0 |    false | Rune of Mind                                                 | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:monster_hide                                            |   12604 |        0 |    false | Monster Hide                                                 |                                                                                                      |
| ContentTweaker                   | contenttweaker:nature_orb                                              |   12584 |        0 |    false | Nature Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:nature_rune                                             |   12518 |        0 |    false | Rune of Nature                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:nether_orb                                              |   12507 |        0 |    false | Nether Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:nether_rune                                             |   12589 |        0 |    false | Rune of Nether                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:nethercoin                                              |   12564 |        0 |    false | Ancient Nether Currency                                      |                                                                                                      |
| ContentTweaker                   | contenttweaker:order_orb                                               |   12534 |        0 |    false | Order Orb                                                    |                                                                                                      |
| ContentTweaker                   | contenttweaker:order_rune                                              |   12515 |        0 |    false | Rune of Order                                                | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:peridot_ingot                                           |   12587 |        0 |    false | Peridot Ingot                                                |                                                                                                      |
| ContentTweaker                   | contenttweaker:phosphophyllite                                         |   12514 |        0 |    false | Phosphophyllite                                              |                                                                                                      |
| ContentTweaker                   | contenttweaker:plague_orb                                              |   12574 |        0 |    false | Plague Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:plague_rune                                             |   12519 |        0 |    false | Rune of Plague                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:poison_orb                                              |   12603 |        0 |    false | Poison Orb                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:poison_rune                                             |   12577 |        0 |    false | Rune of Poison                                               | runeItem                                                                                             |
| ContentTweaker                   | contenttweaker:ruby_ingot                                              |   12489 |        0 |    false | Ruby Ingot                                                   |                                                                                                      |
| ContentTweaker                   | contenttweaker:sapphire_ingot                                          |   12521 |        0 |    false | Sapphire Ingot                                               |                                                                                                      |
